team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Canada,lost,8 wicke,277,,,England,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 47 run,,,,India,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
India,lost,47 run,,won,2nd,Sri Lanka,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West Indies,won, 32 run,,lost,1st,New Zealand,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 32 run,,won,2nd,West Indies,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Australia,won,7 wicke,204,,,Canada,Birmingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Canada,lost,7 wicke,204,,,Australia,Birmingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
England,won,14 run,,lost,1st,Pakistan,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Pakistan,lost,14 run,,won,2nd,England,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
England,won,9 run,,lost,1st,New Zealand,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 9 run,,,,England,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West Indies,won, 43 run,,lost,1st,Pakistan,Oval,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Pakistan,lost,43 run,,,,West Indies,Oval,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West Indies,won, 92 run,,,,England,Lord's,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,92 run,,won,2nd,West Indies,Lord's,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,5 wicke,17,won,2nd,West Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 5 wicke,,,,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,2 run,,lost,1st,West Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 2 run,,,,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,3 wicke,6,,,Australia,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wicke,6,,,England,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 80 run,,,,Australia,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,80 run,,won,2nd,West Indies,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,72 run,,won,1st,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,72 run,,lost,2nd,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,7 run,,lost,1st,West Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 7 run,,,,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 9 wicke,,,,England,Brisbane,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,9 wicke,19,lost,1st,West Indies,Brisbane,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,4 wicke,11,,,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,4 wicke,11,,,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,,,,,,West Indies,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,,,,,,England,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,2 wicke,7,,,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,2 wicke,7,,,England,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 107 run,,,,England,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,107 run,,won,2nd,West Indies,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,9 run,,won,1st,West Indies,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 9 run,,,,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 2 run,,,,England,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,2 run,,won,2nd,West Indies,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 8 wicke,,,,England,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,8 wicke,15,won,1st,West Indies,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New Zealand,won, 1 wicke,,,,West Indies,Christchurch,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 1 wicke,,,,New Zealand,Christchurch,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 24 run,,,,England,Leeds,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,24 run,,won,2nd,West Indies,Leeds,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,3 wicke,3,won,2nd,West Indies,Lord's,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,lost, 3 wicke,,,,England,Lord's,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,47 run,,lost,1st,Australia,Birmingham,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,47 run,,won,2nd,England,Birmingham,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 4 wicke,,,,Pakistan,Karachi,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Pakistan,lost,4 wicke,0,lost,1st,West Indies,Karachi,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New Zealand,won, 3 wicke,,,,Australia,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wicke,5,lost,1st,New Zealand,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,94 run,,won,1st,New Zealand,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 94 run,,,,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West Indies,won, 7 wicke,,,,Pakistan,Sialkot,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 wicke,27,lost,1st,West Indies,Sialkot,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
India,won,66 run,,lost,1st,Australia,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,66 run,,won,2nd,India,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,4 wicke,16,lost,2nd,New Zealand,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 4 wicke,,,,Australia,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,won,5 run,,won,1st,New Zealand,Perth,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 5 run,,,,India,Perth,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
Australia,won,9 wicke,40,,,India,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,lost,9 wicke,40,,,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
West Indies,won, 7 run,,,,Pakistan,Lahore,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 run,,won,2nd,West Indies,Lahore,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New Zealand,won, 3 wicke,,,,India,Brisbane,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,lost,3 wicke,2,won,1st,New Zealand,Brisbane,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,won,6 run,,won,1st,New Zealand,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 6 run,,,,India,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
Australia,won,9 wicke,174,,,India,Sydney,1981,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,lost,9 wicke,174,,,Australia,Sydney,1981,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
