team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Sri,Lanka,won 71,runs,runs,won,Bangladesh,Kolkata,1990,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,71 runs,lost,lost,2nd,Lanka,Kolkata,1990,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Australia,won,68 runs,,lost,1st,England,Sydney,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
England,lost,68 runs,,won,2nd,Australia,Sydney,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
India,won,7 wickets,17,won,2nd,Sri Lanka,Kolkata,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 7,wickets,17,lost,v India,Kolkata,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Australia,won,3 runs,,won,1st,England,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
England,lost,3 runs,,lost,2nd,Australia,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Australia,won,6 wickets,5,lost,2nd,New Zealand,Sydney,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 6,wickets,5,won,v Australia,Sydney,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
Australia,won,7 wickets,27,lost,2nd,New Zealand,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 7,wickets,27,won,v Australia,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=27;template=results;type=team;view=results,2021-02-12
New,Zealand,won 5,wickets,45,won,v Sri,Napier,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,45,lost,v New,Napier,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
New,Zealand,won 41,runs,lost,1st,Sri Lanka,Auckland,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 41,runs,won,2nd,New Zealand,Auckland,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
New,Zealand,won 107,runs,lost,1st,Sri Lanka,Dunedin,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 107,runs,won,2nd,New Zealand,Dunedin,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,won,14 runs,won,won,1st,Zealand,Christchurch,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 14,runs,runs,lost,England,Christchurch,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
New,Zealand,won 9,runs,runs,lost,England,Wellington,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,lost,9 runs,won,won,2nd,Zealand,Wellington,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
New,Zealand,won 7,runs,runs,lost,England,Auckland,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,lost,7 runs,won,won,2nd,Zealand,Auckland,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Australia,won,35 runs,won,won,1st,Indies,Kingston,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 35,runs,runs,lost,Australia,Kingston,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Australia,won,45 runs,lost,1st,v,Indies Port,Spain,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 45,runs,won,2nd,Australia Port,Spain,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Australia,won,37 runs,won,won,1st,Indies,Bridgetown,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 37,runs,runs,lost,Australia,Bridgetown,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Australia,won,6 wickets,9,lost,2nd,West Indies,Georgetown,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 6,wickets,9,won,v Australia,Georgetown,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,won,1 wickets,32,won,2nd,West Indies,Birmingham,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 1,wickets,32,lost,v England,Birmingham,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,won,9 runs,lost,lost,1st,Indies,Manchester,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 9,runs,runs,won,England,Manchester,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
England,won,7 wickets,53,won,2nd,West Indies,Lord's,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 7,wickets,53,lost,v England,Lord's,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,won 1,wickets,15,won,v Pakistan,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,lost,1 wickets,15,lost,1st,West Indies,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,won,60 runs,,won,1st,Pakistan,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,lost,60 runs,,lost,2nd,India,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,won,19 runs,lost,lost,1st,Indies,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 19,runs,runs,won,India,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,won,1 runs,won,won,1st,Indies,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 1,runs,runs,lost,Pakistan,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,won,7 wickets,75,won,2nd,West Indies,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,lost 7,wickets,75,lost,v India,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 runs,,won,1st,India,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,lost,4 runs,,lost,2nd,Pakistan,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,won,72 runs,,lost,1st,India,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,lost,72 runs,,won,2nd,Pakistan,Sharjah,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,won,3 wickets,38,won,2nd,South Africa,Kolkata,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
South,Africa,lost 3,wickets,38,lost,v India,Kolkata,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,won,38 runs,lost,lost,1st,Africa,Gwalior,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
South,Africa,lost 38,runs,runs,won,India,Gwalior,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
South,Africa,won 8,wickets,20,lost,v India,Delhi,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
India,lost,8 wickets,20,won,1st,South Africa,Delhi,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
West,Indies,won 24,runs,runs,won,Pakistan,Karachi,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,lost,24 runs,lost,lost,2nd,Indies,Karachi,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=28;template=results;type=team;view=results,2021-02-12
Pakistan,tied,#NAME?,,2nd,v,Indies,Lahore,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
West,Indies,tied -,,lost,1st,Pakistan,Lahore,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
West,Indies,won 17,runs,runs,lost,Pakistan,Faisalabad,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
Pakistan,lost,17 runs,won,won,2nd,Indies,Faisalabad,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
India,tied,#NAME?,,1st,v,Indies,Perth,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
West,Indies,tied -,,won,2nd,India,Perth,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
India,won,107 runs,,won,1st,Australia,Perth,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
Australia,lost,107 runs,,lost,2nd,India,Perth,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
Australia,won,8 wickets,9,9,lost,India,Hobart,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
India,lost,8 wickets,9,9,won,Australia,Hobart,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
Australia,won,9 runs,won,won,1st,Indies,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
West,Indies,lost 9,runs,runs,lost,Australia,Melbourne,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
India,won,10 runs,won,won,1st,Indies,Adelaide,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
West,Indies,lost 10,runs,runs,lost,India,Adelaide,1991,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=29;template=results;type=team;view=results,2021-02-12
