team,result,margin,br,toss,bat,opposition,ground,date
Sri Lanka,1.0, 76 run,8.0,0.0,1.0,Ireland,Dublin,2016
Ireland,0.0,76 run,8.0,0.0,1.0,Sri Lanka,Dublin,2016
Sri Lanka,1.0, 136 run,8.0,0.0,1.0,Ireland,Dublin,2016
Ireland,0.0,136 run,8.0,0.0,1.0,Sri Lanka,Dublin,2016
Australia,1.0,6 wicke,8.0,0.0,1.0,East Africa,Bridgetown,2016
South Africa,1.0,6 wicke,8.0,0.0,1.0,Australia,Bridgetown,2016
England,1.0,6 wicke,8.0,0.0,1.0,Sri Lanka,Nottingham,2016
Sri Lanka,1.0,6 wicke,8.0,0.0,1.0,England,Nottingham,2016
Australia,1.0,6 wicke,8.0,1.0,2.0,West Indies,Bridgetown,2016
West Indies,0.0, 6 wicke,95.0,0.0,2.0,Australia,Bridgetown,2016
England,1.0,10 wicke,95.0,0.0,2.0,Sri Lanka,Birmingham,2016
Sri Lanka,0.0, 10 wicke,11.0,0.0,1.0,England,Birmingham,2016
West Indies,1.0, 100 run,11.0,0.0,1.0,East Africa,Bridgetown,2016
South Africa,0.0, 100 run,11.0,1.0,2.0,West Indies,Bridgetown,2016
England,1.0,58 run,11.0,0.0,1.0,Sri Lanka,Bristol,2016
Sri Lanka,1.0,58 run,11.0,0.0,1.0,England,Bristol,2016
Australia,1.0,58 run,11.0,1.0,1.0,West Indies,Bridgetown,2016
West Indies,0.0, 58 run,11.0,1.0,2.0,Australia,Bridgetown,2016
England,1.0,6 wicke,11.0,1.0,2.0,Sri Lanka,Oval,2016
Sri Lanka,0.0, 6 wicke,15.0,0.0,1.0,England,Oval,2016
England,1.0,122 run,15.0,0.0,1.0,Sri Lanka,Cardiff,2016
Sri Lanka,0.0, 122 run,15.0,1.0,1.0,England,Cardiff,2016
Afghanistan,1.0,78 run,15.0,1.0,1.0,Scotland,Edinburgh,2016
Scotland,0.0,78 run,15.0,0.0,2.0,Afghanistan,Edinburgh,2016
Afghanistan,1.0,39 run,15.0,0.0,1.0,Ireland,Belfast,2016
Ireland,0.0,39 run,15.0,1.0,2.0,Afghanistan,Belfast,2016
Ireland,1.0,6 wicke,15.0,1.0,1.0,Afghanistan,Belfast,2016
Afghanistan,0.0,6 wicke,15.0,1.0,1.0,Ireland,Belfast,2016
Afghanistan,1.0,79 run,14.0,1.0,1.0,Ireland,Belfast,2016
Ireland,0.0,79 run,14.0,0.0,2.0,Afghanistan,Belfast,2016
Ireland,1.0,12 run,14.0,0.0,1.0,Afghanistan,Belfast,2016
Afghanistan,0.0,12 run,14.0,1.0,2.0,Ireland,Belfast,2016
Scotland,1.0,98 run,14.0,0.0,1.0,U.A.E.,Edinburgh,2016
U.A.E.,0.0,98 run,14.0,1.0,2.0,Scotland,Edinburgh,2016
Scotland,1.0,7 wicke,14.0,1.0,2.0,U.A.E.,Edinburgh,2016
U.A.E.,0.0,7 wicke,14.0,1.0,2.0,Scotland,Edinburgh,2016
Australia,1.0,3 wicke,19.0,1.0,2.0,Sri Lanka,Colombo,2016
Sri Lanka,0.0, 3 wicke,15.0,1.0,1.0,Australia,Colombo,2016
Sri Lanka,1.0, 82 run,15.0,1.0,1.0,Australia,Colombo,2016
Australia,0.0,82 run,15.0,0.0,2.0,Sri Lanka,Colombo,2016
England,1.0,44 run,15.0,0.0,2.0,Pakistan,Southampton,2016
Pakistan,0.0,44 run,15.0,1.0,1.0,England,Southampton,2016
England,1.0,4 wicke,15.0,0.0,2.0,Pakistan,Lord's,2016
Pakistan,0.0,4 wicke,15.0,0.0,2.0,England,Lord's,2016
Australia,1.0,2 wicke,24.0,0.0,2.0,Sri Lanka,Dambulla,2016
Sri Lanka,0.0, 2 wicke,114.0,1.0,1.0,Australia,Dambulla,2016
England,1.0,169 run,114.0,1.0,1.0,Pakistan,Nottingham,2016
Pakistan,0.0,169 run,114.0,0.0,2.0,England,Nottingham,2016
Australia,1.0,6 wicke,114.0,0.0,2.0,Sri Lanka,Dambulla,2016
Sri Lanka,0.0, 6 wicke,12.0,0.0,2.0,Australia,Dambulla,2016
England,1.0,4 wicke,12.0,0.0,2.0,Pakistan,Leeds,2016
Pakistan,0.0,4 wicke,12.0,0.0,2.0,England,Leeds,2016
Australia,1.0,5 wicke,42.0,0.0,2.0,Sri Lanka,Pallekele,2016
Sri Lanka,0.0, 5 wicke,10.0,1.0,2.0,Australia,Pallekele,2016
Pakistan,1.0,4 wicke,10.0,1.0,2.0,England,Cardiff,2016
England,0.0,4 wicke,10.0,1.0,2.0,Pakistan,Cardiff,2016
Hong Kong,1.0,53 run,119.0,1.0,2.0,Scotland,Edinburgh,2016
Scotland,1.0,53 run,119.0,1.0,1.0,Hong Kong,Edinburgh,2016
Scotland,1.0,53 run,119.0,1.0,1.0,Hong Kong,Edinburgh,2016
Hong Kong,0.0, 53 run,119.0,1.0,2.0,Scotland,Edinburgh,2016
South Africa,1.0, 206 run,119.0,1.0,2.0,Ireland,Benoni,2016
Ireland,0.0,206 run,119.0,1.0,2.0,East Africa,Benoni,2016
Bangladesh,1.0,7 run,119.0,1.0,1.0,Afghanistan,Dhaka,2016
Afghanistan,0.0,7 run,119.0,0.0,2.0,Bangladesh,Dhaka,2016
Australia,1.0,9 wicke,119.0,0.0,1.0,Ireland,Benoni,2016
Ireland,0.0,9 wicke,119.0,0.0,1.0,Australia,Benoni,2016
Afghanistan,1.0,2 wicke,2.0,0.0,1.0,Bangladesh,Dhaka,2016
Bangladesh,0.0,2 wicke,2.0,0.0,1.0,Afghanistan,Dhaka,2016
Pakistan,1.0,111 run,82.0,0.0,1.0,West Indies,Sharjah,2016
West Indies,0.0, 111 run,82.0,0.0,1.0,Pakistan,Sharjah,2016
South Africa,1.0, 6 wicke,82.0,0.0,1.0,Australia,Centurion,2016
Australia,0.0,6 wicke,82.0,0.0,1.0,East Africa,Centurion,2016
Bangladesh,1.0,141 run,4.0,1.0,1.0,Afghanistan,Dhaka,2016
Afghanistan,0.0,141 run,4.0,0.0,2.0,Bangladesh,Dhaka,2016
South Africa,1.0, 142 run,4.0,1.0,2.0,Australia,Johannesburg,2016
Australia,0.0,142 run,4.0,1.0,2.0,East Africa,Johannesburg,2016
Pakistan,1.0,59 run,4.0,1.0,1.0,West Indies,Sharjah,2016
West Indies,0.0, 59 run,4.0,0.0,2.0,Pakistan,Sharjah,2016
Pakistan,1.0,136 run,4.0,0.0,2.0,West Indies,Dhabi,2016
West Indies,0.0, 136 run,4.0,0.0,2.0,Pakistan,Dhabi,2016
South Africa,1.0, 4 wicke,4.0,1.0,1.0,Australia,Durban,2016
Australia,0.0,4 wicke,4.0,1.0,1.0,East Africa,Durban,2016
England,1.0,21 run,87.0,1.0,1.0,Bangladesh,Dhaka,2016
Bangladesh,0.0,21 run,87.0,0.0,2.0,England,Dhaka,2016
South Africa,1.0, 6 wicke,87.0,1.0,1.0,Australia,Elizabeth,2016
Australia,0.0,6 wicke,87.0,1.0,1.0,East Africa,Elizabeth,2016
Bangladesh,1.0,34 run,13.0,0.0,1.0,England,Dhaka,2016
England,0.0,34 run,13.0,1.0,2.0,Bangladesh,Dhaka,2016
England,1.0,4 wicke,13.0,1.0,1.0,Bangladesh,Chattogram,2016
Bangladesh,0.0,4 wicke,13.0,1.0,1.0,England,Chattogram,2016
South Africa,1.0, 31 run,101.0,1.0,1.0,Australia,Town,2016
Australia,0.0,31 run,101.0,1.0,2.0,East Africa,Town,2016
India,1.0,6 wicke,101.0,1.0,2.0,New Zealand,Dharamsala,2016
New Zealand,0.0, 6 wicke,10.0,1.0,2.0,India,Dharamsala,2016
New Zealand,1.0, 6 run,10.0,1.0,2.0,India,Delhi,2016
India,0.0,6 run,10.0,1.0,2.0,New Zealand,Delhi,2016
India,1.0,7 wicke,10.0,1.0,2.0,New Zealand,Mohali,2016
New Zealand,0.0, 7 wicke,27.0,0.0,2.0,India,Mohali,2016
New Zealand,1.0, 19 run,27.0,0.0,2.0,India,Ranchi,2016
India,0.0,19 run,27.0,0.0,2.0,New Zealand,Ranchi,2016
India,1.0,190 run,27.0,1.0,1.0,New Zealand,Visakhapatnam,2016
New Zealand,0.0, 190 run,27.0,1.0,1.0,India,Visakhapatnam,2016
Hong Kong,1.0, 106 run,27.0,1.0,1.0,P.N.G.,Kok,2016
P.N.G.,0.0,106 run,27.0,0.0,2.0,Hong Kong,Kok,2016
P.N.G.,1.0,14 run,27.0,0.0,2.0,Hong Kong,Kok,2016
Hong Kong,0.0, 14 run,27.0,0.0,2.0,P.N.G.,Kok,2016
Hong Kong,1.0, 7 wicke,27.0,1.0,1.0,P.N.G.,Kok,2016
P.N.G.,0.0,7 wicke,27.0,1.0,1.0,Hong Kong,Kok,2016
Sri Lanka,1.0, 8 wicke,153.0,0.0,1.0,Zimbabwe,Harare,2016
Zimbabwe,0.0,8 wicke,153.0,0.0,1.0,Sri Lanka,Harare,2016
West Indies,1.0, 62 run,75.0,0.0,1.0,Sri Lanka,Harare,2016
Sri Lanka,0.0, 62 run,75.0,1.0,2.0,West Indies,Harare,2016
West Indies,1.0, 1 run,75.0,0.0,2.0,Zimbabwe,Bulawayo,2016
Zimbabwe,1.0, 1 run,75.0,0.0,2.0,West Indies,Bulawayo,2016
Sri Lanka,1.0, 1 run,75.0,0.0,2.0,Zimbabwe,Bulawayo,2016
Zimbabwe,1.0, 1 run,75.0,0.0,1.0,Sri Lanka,Bulawayo,2016
Sri Lanka,1.0, 1 run,75.0,0.0,1.0,West Indies,Bulawayo,2016
West Indies,0.0, 1 run,75.0,1.0,2.0,Sri Lanka,Bulawayo,2016
Zimbabwe,1.0,5 run,75.0,1.0,1.0,West Indies,Bulawayo,2016
West Indies,0.0, 5 run,75.0,1.0,1.0,Zimbabwe,Bulawayo,2016
Sri Lanka,1.0, 6 wicke,75.0,1.0,1.0,Zimbabwe,Bulawayo,2016
Zimbabwe,0.0,6 wicke,75.0,1.0,1.0,Sri Lanka,Bulawayo,2016
Australia,1.0,68 run,52.0,1.0,1.0,New Zealand,Sydney,2016
New Zealand,0.0, 68 run,52.0,0.0,1.0,Australia,Sydney,2016
Australia,1.0,116 run,52.0,0.0,1.0,New Zealand,Canberra,2016
New Zealand,0.0, 116 run,52.0,1.0,1.0,Australia,Canberra,2016
Australia,1.0,117 run,52.0,1.0,1.0,New Zealand,Melbourne,2016
New Zealand,0.0, 117 run,52.0,0.0,2.0,Australia,Melbourne,2016
New Zealand,1.0, 77 run,52.0,0.0,2.0,Bangladesh,Christchurch,2016
Bangladesh,0.0,77 run,52.0,0.0,2.0,New Zealand,Christchurch,2016
New Zealand,1.0, 67 run,52.0,1.0,2.0,Bangladesh,Nelson,2016
Bangladesh,0.0,67 run,52.0,1.0,2.0,New Zealand,Nelson,2016
New Zealand,1.0, 8 wicke,52.0,1.0,1.0,Bangladesh,Nelson,2016
Bangladesh,0.0,8 wicke,52.0,1.0,1.0,New Zealand,Nelson,2016
Australia,1.0,92 run,14.0,1.0,1.0,Pakistan,Brisbane,2017
Pakistan,0.0,92 run,14.0,0.0,2.0,Australia,Brisbane,2017
Pakistan,1.0,6 wicke,14.0,0.0,1.0,Australia,Melbourne,2017
Australia,0.0,6 wicke,14.0,0.0,1.0,Pakistan,Melbourne,2017
India,1.0,3 wicke,11.0,0.0,1.0,England,Pune,2017
England,0.0,3 wicke,11.0,0.0,1.0,India,Pune,2017
Australia,1.0,7 wicke,30.0,0.0,1.0,Pakistan,Perth,2017
Pakistan,0.0,7 wicke,30.0,0.0,1.0,Australia,Perth,2017
India,1.0,15 run,34.0,0.0,1.0,England,Cuttack,2017
England,0.0,15 run,34.0,1.0,2.0,India,Cuttack,2017
Australia,1.0,86 run,34.0,1.0,1.0,Pakistan,Sydney,2017
Pakistan,0.0,86 run,34.0,0.0,2.0,Australia,Sydney,2017
Hong Kong,1.0, 7 wicke,34.0,0.0,1.0,Scotland,Dhabi,2017
Scotland,0.0,7 wicke,34.0,0.0,1.0,Hong Kong,Dhabi,2017
England,1.0,5 run,49.0,0.0,1.0,India,Kolkata,2017
India,0.0,5 run,49.0,1.0,2.0,England,Kolkata,2017
U.A.E.,1.0,4 wicke,49.0,0.0,2.0,Scotland,Dubai,2017
Scotland,0.0,4 wicke,49.0,1.0,1.0,U.A.E.,Dubai,2017
Australia,1.0,57 run,71.0,1.0,1.0,Pakistan,Adelaide,2017
Pakistan,0.0,57 run,71.0,0.0,2.0,Australia,Adelaide,2017
U.A.E.,1.0,6 wicke,71.0,1.0,2.0,Hong Kong,Dubai,2017
Hong Kong,0.0, 6 wicke,118.0,1.0,2.0,U.A.E.,Dubai,2017
New Zealand,1.0, 6 run,118.0,1.0,2.0,Australia,Auckland,2017
Australia,0.0,6 run,118.0,1.0,2.0,New Zealand,Auckland,2017
South Africa,1.0, 121 run,118.0,0.0,1.0,Sri Lanka,Durban,2017
Sri Lanka,0.0, 121 run,118.0,1.0,2.0,East Africa,Durban,2017
Australia,1.0, 7 wicke,118.0,0.0,2.0,New Zealand,Napier,2017
New Zealand,1.0, 7 wicke,118.0,0.0,2.0,Australia,Napier,2017
South Africa,1.0, 7 wicke,118.0,0.0,2.0,Sri Lanka,Johannesburg,2017
Sri Lanka,0.0, 7 wicke,118.0,0.0,2.0,South Africa,Johannesburg,2017
New Zealand,1.0, 24 run,118.0,0.0,2.0,Australia,Hamilton,2017
Australia,0.0,24 run,118.0,0.0,2.0,New Zealand,Hamilton,2017
South Africa,1.0, 40 run,118.0,1.0,1.0,Sri Lanka,Town,2017
Sri Lanka,0.0, 40 run,118.0,0.0,2.0,East Africa,Town,2017
South Africa,1.0, 88 run,118.0,0.0,1.0,Sri Lanka,Centurion,2017
Sri Lanka,0.0, 88 run,118.0,1.0,2.0,East Africa,Centurion,2017
Afghanistan,1.0,12 run,118.0,1.0,1.0,Zimbabwe,Harare,2017
Zimbabwe,0.0,12 run,118.0,0.0,2.0,Afghanistan,Harare,2017
South Africa,1.0, 4 wicke,118.0,1.0,1.0,New Zealand,Hamilton,2017
New Zealand,0.0, 4 wicke,118.0,1.0,1.0,South Africa,Hamilton,2017
Afghanistan,1.0,54 run,118.0,1.0,1.0,Zimbabwe,Harare,2017
Zimbabwe,0.0,54 run,118.0,0.0,2.0,Afghanistan,Harare,2017
Zimbabwe,1.0,3 run,118.0,1.0,1.0,Afghanistan,Harare,2017
Afghanistan,0.0,3 run,118.0,0.0,2.0,Zimbabwe,Harare,2017
New Zealand,1.0, 6 run,118.0,0.0,1.0,East Africa,Christchurch,2017
South Africa,0.0, 6 run,118.0,1.0,2.0,New Zealand,Christchurch,2017
Zimbabwe,1.0,7 wicke,118.0,1.0,1.0,Afghanistan,Harare,2017
Afghanistan,0.0,7 wicke,118.0,1.0,1.0,Zimbabwe,Harare,2017
South Africa,1.0, 159 run,49.0,1.0,1.0,New Zealand,Wellington,2017
New Zealand,0.0, 159 run,49.0,0.0,2.0,East Africa,Wellington,2017
Afghanistan,1.0,106 run,49.0,1.0,1.0,Zimbabwe,Harare,2017
Zimbabwe,0.0,106 run,49.0,0.0,2.0,Afghanistan,Harare,2017
New Zealand,1.0, 7 wicke,49.0,1.0,2.0,South Africa,Hamilton,2017
South Africa,0.0, 7 wicke,49.0,1.0,2.0,New Zealand,Hamilton,2017
England,1.0,45 run,49.0,1.0,2.0,West Indies,Sound,2017
West Indies,0.0, 45 run,49.0,1.0,2.0,England,Sound,2017
South Africa,1.0, 6 wicke,49.0,0.0,2.0,New Zealand,Auckland,2017
New Zealand,0.0, 6 wicke,49.0,0.0,2.0,South Africa,Auckland,2017
Ireland,1.0,8 wicke,49.0,0.0,2.0,U.A.E.,Dubai,2017
U.A.E.,0.0,8 wicke,49.0,1.0,1.0,Ireland,Dubai,2017
England,1.0,4 wicke,10.0,0.0,2.0,West Indies,Sound,2017
West Indies,0.0, 4 wicke,9.0,0.0,1.0,England,Sound,2017
England,1.0,186 run,9.0,0.0,1.0,West Indies,Bridgetown,2017
West Indies,0.0, 186 run,9.0,0.0,2.0,England,Bridgetown,2017
Ireland,1.0,6 wicke,9.0,0.0,2.0,Afghanistan,Noida,2017
Afghanistan,0.0,6 wicke,9.0,1.0,1.0,Ireland,Noida,2017
Ireland,1.0,3 wicke,19.0,0.0,2.0,Afghanistan,Noida,2017
Afghanistan,0.0,3 wicke,19.0,1.0,1.0,Ireland,Noida,2017
Afghanistan,1.0,7 wicke,8.0,0.0,2.0,Ireland,Noida,2017
Ireland,0.0,7 wicke,8.0,1.0,1.0,Afghanistan,Noida,2017
Bangladesh,1.0,90 run,6.0,0.0,1.0,Sri Lanka,Dambulla,2017
Sri Lanka,0.0, 90 run,6.0,1.0,1.0,Bangladesh,Dambulla,2017
Bangladesh,1.0,82 run,6.0,1.0,1.0,Sri Lanka,Dambulla,2017
Sri Lanka,1.0,82 run,6.0,1.0,1.0,Bangladesh,Dambulla,2017
U.A.E.,1.0,82 run,6.0,0.0,1.0,Abu,Dhabi,2017
P.N.G.,0.0,82 run,6.0,1.0,2.0,Abu,Dhabi,2017
Sri Lanka,1.0, 70 run,6.0,0.0,1.0,Bangladesh,Colombo,2017
Bangladesh,0.0,70 run,6.0,1.0,1.0,Sri Lanka,Colombo,2017
P.N.G.,1.0,26 run,6.0,1.0,1.0,Abu,Dhabi,2017
U.A.E.,0.0,26 run,6.0,0.0,2.0,Abu,Dhabi,2017
U.A.E.,1.0,103 run,6.0,1.0,1.0,Abu,Dhabi,2017
P.N.G.,0.0,103 run,6.0,0.0,2.0,Abu,Dhabi,2017
West Indies,1.0, 4 wicke,6.0,0.0,1.0,Pakistan,Providence,2017
Pakistan,0.0,4 wicke,6.0,0.0,1.0,West Indies,Providence,2017
Pakistan,1.0,74 run,41.0,0.0,1.0,West Indies,Providence,2017
West Indies,0.0, 74 run,41.0,0.0,2.0,Pakistan,Providence,2017
Pakistan,1.0,6 wicke,41.0,0.0,2.0,West Indies,Providence,2017
West Indies,0.0, 6 wicke,180.0,0.0,1.0,Pakistan,Providence,2017
England,1.0,7 wicke,180.0,0.0,1.0,Ireland,Bristol,2017
Ireland,0.0,7 wicke,180.0,0.0,1.0,England,Bristol,2017
England,1.0,85 run,15.0,0.0,1.0,Ireland,Lord's,2017
Ireland,0.0,85 run,15.0,1.0,2.0,England,Lord's,2017
New Zealand,1.0, 51 run,15.0,0.0,1.0,Ireland,Dublin,2017
Ireland,0.0,51 run,15.0,0.0,1.0,New Zealand,Dublin,2017
New Zealand,1.0, 4 wicke,15.0,0.0,1.0,Bangladesh,Dublin,2017
Bangladesh,0.0,4 wicke,15.0,0.0,1.0,New Zealand,Dublin,2017
Bangladesh,1.0,8 wicke,137.0,1.0,2.0,Ireland,Dublin,2017
Ireland,0.0,8 wicke,137.0,0.0,1.0,Bangladesh,Dublin,2017
New Zealand,1.0, 190 run,10.0,0.0,1.0,Ireland,Dublin,2017
Ireland,0.0,190 run,10.0,1.0,2.0,New Zealand,Dublin,2017
Bangladesh,1.0,5 wicke,10.0,1.0,2.0,New Zealand,Dublin,2017
New Zealand,0.0, 5 wicke,127.0,0.0,1.0,Bangladesh,Dublin,2017
England,1.0,72 run,127.0,0.0,1.0,East Africa,Leeds,2017
South Africa,0.0, 72 run,127.0,0.0,1.0,England,Leeds,2017
England,1.0,2 run,127.0,0.0,1.0,East Africa,Southampton,2017
South Africa,0.0, 2 run,127.0,0.0,1.0,England,Southampton,2017
South Africa,1.0, 7 wicke,127.0,0.0,1.0,England,Lord's,2017
England,0.0,7 wicke,127.0,0.0,1.0,East Africa,Lord's,2017
England,1.0,8 wicke,16.0,1.0,2.0,Bangladesh,Oval,2017
Bangladesh,0.0,8 wicke,16.0,0.0,1.0,England,Oval,2017
Australia,1.0, 96 run,8.0,1.0,1.0,New Zealand,Birmingham,2017
New Zealand,1.0, 96 run,8.0,1.0,1.0,Australia,Birmingham,2017
South Africa,1.0, 96 run,8.0,0.0,1.0,Sri Lanka,Oval,2017
Sri Lanka,0.0, 96 run,8.0,1.0,2.0,East Africa,Oval,2017
India,1.0,124 run,8.0,0.0,1.0,Pakistan,Birmingham,2017
Pakistan,0.0,124 run,8.0,1.0,2.0,India,Birmingham,2017
England,1.0,87 run,8.0,0.0,1.0,New Zealand,Cardiff,2017
New Zealand,0.0, 87 run,8.0,0.0,2.0,England,Cardiff,2017
Pakistan,1.0,19 run,8.0,0.0,2.0,East Africa,Birmingham,2017
South Africa,0.0, 19 run,8.0,0.0,1.0,Pakistan,Birmingham,2017
Sri Lanka,1.0, 7 wicke,8.0,0.0,1.0,India,Oval,2017
India,0.0,7 wicke,8.0,0.0,1.0,Sri Lanka,Oval,2017
Bangladesh,1.0,5 wicke,16.0,0.0,2.0,New Zealand,Cardiff,2017
New Zealand,0.0, 5 wicke,72.0,0.0,2.0,Bangladesh,Cardiff,2017
Afghanistan,1.0,63 run,72.0,0.0,2.0,West Indies,Islet,2017
West Indies,0.0, 63 run,72.0,0.0,2.0,Afghanistan,Islet,2017
England,1.0,40 run,72.0,1.0,2.0,Australia,Birmingham,2017
Australia,0.0,40 run,72.0,0.0,1.0,England,Birmingham,2017
India,1.0,8 wicke,72.0,1.0,2.0,East Africa,Oval,2017
South Africa,0.0, 8 wicke,64.0,1.0,1.0,India,Oval,2017
West Indies,1.0, 4 wicke,64.0,1.0,1.0,Afghanistan,Islet,2017
Afghanistan,0.0,4 wicke,64.0,1.0,1.0,West Indies,Islet,2017
Pakistan,1.0,3 wicke,31.0,1.0,2.0,Sri Lanka,Cardiff,2017
Sri Lanka,0.0, 3 wicke,77.0,1.0,1.0,Pakistan,Cardiff,2017
Pakistan,1.0,8 wicke,77.0,1.0,1.0,England,Cardiff,2017
England,0.0,8 wicke,77.0,1.0,1.0,Pakistan,Cardiff,2017
India,1.0,9 wicke,59.0,1.0,1.0,Bangladesh,Birmingham,2017
Bangladesh,0.0,9 wicke,59.0,1.0,1.0,India,Birmingham,2017
Scotland,1.0,26 run,78.0,1.0,1.0,Zimbabwe,Edinburgh,2017
Zimbabwe,0.0,26 run,78.0,0.0,2.0,Scotland,Edinburgh,2017
Zimbabwe,1.0,6 wicke,78.0,1.0,2.0,Scotland,Edinburgh,2017
Scotland,0.0,6 wicke,78.0,1.0,2.0,Zimbabwe,Edinburgh,2017
India,1.0,105 run,14.0,1.0,2.0,West Indies,Spain,2017
West Indies,0.0, 105 run,14.0,1.0,2.0,India,Spain,2017
Zimbabwe,1.0,6 wicke,14.0,0.0,2.0,Sri Lanka,Galle,2017
Sri Lanka,0.0, 6 wicke,119.0,1.0,2.0,Zimbabwe,Galle,2017
India,1.0,93 run,119.0,1.0,2.0,West Indies,Sound,2017
West Indies,0.0, 93 run,119.0,1.0,2.0,India,Sound,2017
Sri Lanka,1.0, 7 wicke,119.0,0.0,1.0,Zimbabwe,Galle,2017
Zimbabwe,0.0,7 wicke,119.0,0.0,1.0,Sri Lanka,Galle,2017
West Indies,1.0, 11 run,16.0,1.0,1.0,India,Sound,2017
India,0.0,11 run,16.0,0.0,1.0,West Indies,Sound,2017
Sri Lanka,1.0, 8 wicke,16.0,0.0,1.0,Zimbabwe,Hambantota,2017
Zimbabwe,0.0,8 wicke,16.0,0.0,1.0,Sri Lanka,Hambantota,2017
India,1.0,8 wicke,79.0,0.0,2.0,West Indies,Kingston,2017
West Indies,0.0, 8 wicke,10.0,0.0,2.0,India,Kingston,2017
Zimbabwe,1.0,4 wicke,10.0,0.0,2.0,Sri Lanka,Hambantota,2017
Sri Lanka,0.0, 4 wicke,71.0,1.0,2.0,Zimbabwe,Hambantota,2017
Zimbabwe,1.0,3 wicke,71.0,1.0,2.0,Sri Lanka,Hambantota,2017
Sri Lanka,0.0, 3 wicke,127.0,1.0,2.0,Zimbabwe,Hambantota,2017
India,1.0,9 wicke,127.0,1.0,2.0,Sri Lanka,Dambulla,2017
Sri Lanka,0.0, 9 wicke,16.0,1.0,2.0,India,Dambulla,2017
India,1.0,3 wicke,16.0,1.0,2.0,Sri Lanka,Pallekele,2017
Sri Lanka,0.0, 3 wicke,29.0,0.0,2.0,India,Pallekele,2017
India,1.0,6 wicke,29.0,0.0,2.0,Sri Lanka,Pallekele,2017
Sri Lanka,0.0, 6 wicke,21.0,0.0,2.0,India,Pallekele,2017
India,1.0,168 run,21.0,0.0,2.0,Sri Lanka,Colombo,2017
Sri Lanka,0.0, 168 run,21.0,0.0,2.0,India,Colombo,2017
India,1.0,6 wicke,21.0,0.0,2.0,Sri Lanka,Colombo,2017
Sri Lanka,0.0, 6 wicke,67.0,1.0,1.0,India,Colombo,2017
Ireland,1.0,26 run,67.0,1.0,1.0,West Indies,Belfast,2017
West Indies,1.0,26 run,67.0,1.0,1.0,Ireland,Belfast,2017
India,1.0,26 run,67.0,1.0,1.0,Australia,Chennai,2017
Australia,0.0,26 run,67.0,0.0,2.0,India,Chennai,2017
England,1.0,7 wicke,67.0,0.0,2.0,West Indies,Manchester,2017
West Indies,0.0, 7 wicke,13.0,1.0,1.0,England,Manchester,2017
India,1.0,50 run,13.0,1.0,1.0,Australia,Kolkata,2017
Australia,0.0,50 run,13.0,0.0,2.0,India,Kolkata,2017
England,1.0,5 wicke,13.0,1.0,2.0,West Indies,Nottingham,2017
West Indies,1.0,5 wicke,13.0,1.0,2.0,England,Nottingham,2017
India,1.0,5 wicke,13.0,0.0,1.0,Australia,Indore,2017
Australia,0.0,5 wicke,13.0,0.0,1.0,India,Indore,2017
England,1.0,124 run,72.0,0.0,1.0,West Indies,Bristol,2017
West Indies,0.0, 124 run,72.0,0.0,1.0,England,Bristol,2017
England,1.0,6 run,72.0,0.0,1.0,West Indies,Oval,2017
West Indies,0.0, 6 run,72.0,0.0,1.0,England,Oval,2017
Australia,1.0,21 run,72.0,1.0,1.0,India,Bengaluru,2017
India,0.0,21 run,72.0,0.0,2.0,Australia,Bengaluru,2017
England,1.0,9 wicke,72.0,1.0,2.0,West Indies,Southampton,2017
West Indies,0.0, 9 wicke,43.0,0.0,2.0,England,Southampton,2017
India,1.0,7 wicke,43.0,0.0,2.0,Australia,Nagpur,2017
Australia,0.0,7 wicke,43.0,0.0,2.0,India,Nagpur,2017
P.N.G.,1.0,5 wicke,12.0,0.0,2.0,Scotland,Moresby,2017
Scotland,0.0,5 wicke,12.0,1.0,1.0,P.N.G.,Moresby,2017
Pakistan,1.0,83 run,43.0,1.0,2.0,Sri Lanka,Dubai,2017
Sri Lanka,0.0, 83 run,43.0,1.0,2.0,Pakistan,Dubai,2017
South Africa,1.0, 10 wicke,43.0,1.0,1.0,Bangladesh,Kimberley,2017
Bangladesh,0.0,10 wicke,43.0,1.0,1.0,East Africa,Kimberley,2017
Pakistan,1.0,32 run,45.0,0.0,2.0,Sri Lanka,Dhabi,2017
Sri Lanka,0.0, 32 run,45.0,0.0,2.0,Pakistan,Dhabi,2017
South Africa,1.0, 104 run,45.0,1.0,2.0,Bangladesh,Paarl,2017
Bangladesh,0.0,104 run,45.0,1.0,2.0,East Africa,Paarl,2017
Pakistan,1.0,7 wicke,45.0,0.0,2.0,Sri Lanka,Dhabi,2017
Sri Lanka,0.0, 7 wicke,66.0,0.0,2.0,Pakistan,Dhabi,2017
Pakistan,1.0,7 wicke,66.0,0.0,2.0,Sri Lanka,Sharjah,2017
Sri Lanka,0.0, 7 wicke,6.0,1.0,1.0,Pakistan,Sharjah,2017
New Zealand,1.0, 6 wicke,6.0,1.0,1.0,India,Mumbai,2017
India,0.0,6 wicke,6.0,1.0,1.0,New Zealand,Mumbai,2017
South Africa,1.0, 200 run,178.0,1.0,1.0,Bangladesh,London,2017
Bangladesh,0.0,200 run,178.0,0.0,2.0,East Africa,London,2017
Pakistan,1.0,9 wicke,178.0,0.0,2.0,Sri Lanka,Sharjah,2017
